date,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2025-03-08,97.04,118.16,13.21,17.12,0.23,44.84,89.33
2025-03-09,80.71,193.04,34.61,5.07,0.2,60.2,82.81
2025-03-10,80.74,150.85,44.52,4.84,1.57,37.01,100.72
2025-03-11,103.46,226.05,42.76,2.0,1.45,55.9,104.4
2025-03-12,67.1,147.57,80.4,2.0,1.17,45.24,73.92
2025-03-13,82.4,121.66,45.25,2.83,0.5,41.79,49.75
2025-03-14,68.44,89.45,24.94,16.59,0.85,86.38,86.74
2025-03-15,69.14,77.87,38.57,6.07,1.07,73.54,60.47
2025-03-16,72.27,86.63,13.36,20.14,0.4,52.73,59.24
2025-03-17,85.55,160.69,38.79,15.35,0.83,10.0,71.71
2025-03-18,68.03,170.35,27.5,2.0,1.53,42.78,92.76
2025-03-19,111.39,86.75,53.73,21.55,1.91,104.06,99.35
2025-03-20,57.63,185.8,31.76,23.11,0.99,45.39,68.21
2025-03-21,75.33,130.68,38.25,5.06,1.58,72.06,91.35
2025-03-22,69.01,155.87,30.47,19.2,0.24,78.84,62.7
2025-03-23,116.17,214.49,66.08,6.44,1.53,54.38,111.38
2025-03-24,84.91,185.87,35.18,15.98,0.8,33.16,67.34
2025-03-25,105.8,139.26,67.49,2.36,1.35,10.0,77.83
2025-03-26,42.86,114.35,52.21,2.0,1.08,63.68,67.44
2025-03-27,86.68,63.93,47.23,11.17,1.86,33.7,56.75
2025-03-28,102.24,121.23,45.53,13.76,0.76,53.52,71.23
2025-03-29,82.06,141.55,45.91,11.02,1.51,25.0,85.14
2025-03-30,106.64,110.51,11.08,3.16,1.06,44.7,77.89
2025-03-31,67.07,144.75,35.82,11.0,1.12,50.67,98.64
2025-04-01,115.23,153.07,52.68,17.69,1.11,55.37,120.59
2025-04-02,137.47,141.01,39.27,14.55,0.78,27.7,91.09
2025-04-03,70.93,124.0,18.92,16.83,1.19,73.94,84.5
2025-04-04,68.86,156.75,39.21,8.3,1.17,38.06,88.12
2025-04-05,116.33,167.68,65.56,26.72,1.32,16.51,97.67
2025-04-06,119.49,106.38,58.7,3.24,1.24,47.82,79.74
2025-04-07,66.93,206.44,39.07,19.88,1.6,50.69,96.43
2025-04-08,69.5,146.06,54.27,26.82,1.66,53.21,86.65
2025-04-09,72.96,150.75,34.5,19.81,0.67,77.24,77.75
2025-04-10,46.39,178.33,14.44,12.97,1.63,45.27,83.87
2025-04-11,57.03,159.33,26.13,9.72,0.61,47.61,63.48
2025-04-12,54.9,188.13,63.44,25.36,1.49,27.94,74.81
2025-04-13,60.81,161.48,35.89,2.0,1.51,66.41,86.46
2025-04-14,79.13,125.5,36.35,5.3,0.24,53.69,75.01
2025-04-15,85.86,164.46,35.5,11.02,1.25,41.6,78.27
2025-04-16,118.76,104.25,68.56,27.38,0.97,11.91,97.3
2025-04-17,55.04,154.34,64.39,18.8,0.82,78.89,62.6
2025-04-18,104.61,148.67,73.28,5.32,1.88,25.45,95.96
2025-04-19,74.65,141.68,37.61,11.9,0.87,38.17,74.43
2025-04-20,78.76,144.86,44.43,8.86,0.8,57.17,75.54
2025-04-21,96.87,74.73,17.25,7.9,1.24,26.07,66.45
2025-04-22,51.93,128.05,62.15,24.79,1.54,20.13,91.0
2025-04-23,89.56,153.71,22.48,2.0,1.13,10.0,73.2
2025-04-24,84.16,156.39,43.25,31.09,1.78,64.42,122.73
2025-04-25,92.31,108.89,23.54,23.28,1.47,39.1,87.11
2025-04-26,87.23,200.63,31.17,25.91,0.2,108.55,98.63
2025-04-27,141.38,115.35,27.44,10.37,0.94,30.11,101.52
2025-04-28,64.06,188.78,30.88,13.5,0.92,31.57,106.37
2025-04-29,66.73,167.09,31.91,2.0,1.44,38.69,73.66
2025-04-30,64.42,124.15,31.78,9.75,0.2,54.86,53.29
2025-05-01,66.11,221.01,52.5,19.94,2.47,40.6,100.18
2025-05-02,64.07,102.25,23.43,27.96,1.47,62.25,74.13
2025-05-03,109.73,186.77,43.31,3.93,1.27,30.43,85.82
2025-05-04,115.51,190.02,58.27,11.34,1.79,22.37,112.09
2025-05-05,65.73,123.18,32.3,13.49,2.37,14.04,97.59
2025-05-06,59.19,205.7,29.23,2.0,1.64,10.0,87.21
2025-05-07,91.79,140.0,36.54,20.91,1.67,39.64,89.18
2025-05-08,66.19,161.55,57.7,7.76,1.27,43.98,78.01
2025-05-09,95.82,160.41,42.91,13.05,1.13,37.37,101.24
2025-05-10,85.07,144.63,32.03,10.48,0.96,74.87,79.27
2025-05-11,42.11,182.43,47.26,7.11,0.79,74.56,95.93
2025-05-12,118.69,181.74,23.47,14.93,0.86,43.3,121.31
2025-05-13,124.9,80.06,50.22,12.84,0.52,14.12,81.57
2025-05-14,64.68,202.17,46.13,11.28,1.16,38.67,88.79
2025-05-15,70.31,83.5,35.38,7.72,0.36,38.0,68.33
2025-05-16,87.15,191.3,27.42,18.2,1.3,36.86,106.2
2025-05-17,88.36,195.07,26.7,31.54,1.18,36.05,87.77
2025-05-18,96.46,106.36,48.02,16.4,1.27,36.93,78.49
2025-05-19,130.26,133.57,58.43,24.96,0.94,42.27,88.41
2025-05-20,75.58,105.77,30.44,2.0,2.74,37.29,91.6
2025-05-21,60.04,141.4,46.88,16.58,1.88,54.17,91.41
2025-05-22,45.52,137.68,8.69,4.03,0.58,57.21,47.67
2025-05-23,61.73,181.19,31.23,2.0,1.32,31.79,77.53
2025-05-24,79.17,202.41,39.53,7.61,0.9,75.42,83.29
2025-05-25,124.86,205.83,26.35,26.92,0.69,30.4,97.59
2025-05-26,67.06,127.51,25.95,24.5,0.53,17.64,69.6
2025-05-27,85.59,141.63,29.98,17.43,1.42,57.62,81.9
2025-05-28,79.59,82.66,44.38,2.0,0.86,33.65,63.54
2025-05-29,109.71,117.77,37.19,13.04,1.68,56.43,80.84
2025-05-30,143.17,188.59,6.43,18.02,1.7,10.0,116.87
2025-05-31,66.73,214.62,8.19,16.76,1.89,77.85,101.38
2025-06-01,67.76,100.63,30.9,2.0,0.77,63.45,60.39
2025-06-02,106.1,126.3,46.87,6.1,1.44,19.99,88.18
2025-06-03,97.05,148.94,5.0,14.36,1.52,20.42,89.85
2025-06-04,126.17,161.21,32.5,20.36,0.96,83.45,100.97
2025-06-05,94.6,117.62,32.11,2.0,0.81,35.25,63.34
2025-06-06,71.02,166.96,60.83,13.38,2.0,33.32,111.65
2025-06-07,94.77,131.05,34.22,16.43,1.31,10.0,76.66
2025-06-08,107.72,149.42,45.74,23.5,1.52,42.98,99.38
2025-06-09,100.51,171.85,42.12,21.93,0.79,45.45,104.7
2025-06-10,92.68,150.26,8.04,20.83,0.59,64.31,119.81
2025-06-11,106.67,132.54,51.52,7.0,0.92,22.02,74.69
2025-06-12,109.23,145.62,43.23,2.0,1.14,19.59,96.06
2025-06-13,114.55,146.47,47.62,11.07,0.67,59.02,88.89
2025-06-14,96.22,135.2,98.89,25.02,1.2,70.13,93.75
2025-06-15,75.82,139.65,8.74,28.93,0.36,18.58,59.72
2025-06-16,83.67,213.95,65.87,22.11,0.64,71.63,89.84
2025-06-17,110.16,172.44,35.69,19.29,1.54,50.75,105.64
2025-06-18,59.58,138.18,44.31,18.8,1.5,71.84,67.89
2025-06-19,89.22,177.88,39.32,9.44,1.0,48.6,102.46
2025-06-20,70.17,136.65,33.64,13.7,0.69,10.0,68.41
2025-06-21,80.72,196.92,31.45,31.69,0.69,46.96,94.53
2025-06-22,111.96,164.79,44.94,5.57,1.01,71.2,98.67
2025-06-23,84.78,145.71,17.24,31.15,1.52,32.13,82.7
2025-06-24,81.16,167.91,51.26,11.78,1.66,42.24,97.61
2025-06-25,46.0,87.16,33.76,28.25,0.95,46.48,45.47
2025-06-26,98.66,104.93,23.05,2.0,0.62,10.0,67.01
2025-06-27,96.14,102.24,33.25,20.86,1.33,83.43,80.53
2025-06-28,134.08,155.72,58.86,7.63,0.79,31.97,94.82
2025-06-29,72.31,219.3,31.97,2.0,0.94,60.11,73.41
2025-06-30,85.48,239.25,45.38,17.19,1.86,48.27,126.7
2025-07-01,86.23,175.52,29.04,25.09,1.61,75.15,94.3
2025-07-02,119.44,170.03,51.37,6.55,1.28,58.12,120.39
2025-07-03,77.62,77.96,50.28,2.0,0.56,45.3,74.89
2025-07-04,86.98,128.29,67.73,14.08,1.31,32.13,72.94
2025-07-05,95.2,118.49,37.37,14.13,1.73,65.96,82.54
2025-07-06,84.67,125.17,50.03,20.48,1.01,12.53,102.53
2025-07-07,68.84,143.27,41.47,24.5,1.88,62.92,107.26
2025-07-08,84.85,131.12,59.44,14.41,1.85,28.02,89.18
2025-07-09,106.84,70.83,29.22,33.56,2.03,75.05,95.65
2025-07-10,54.34,179.92,51.18,17.24,1.35,53.23,78.9
2025-07-11,83.32,107.09,37.08,11.54,1.49,62.88,87.73
2025-07-12,62.5,159.57,39.04,2.0,1.91,51.64,80.56
2025-07-13,109.88,232.96,41.38,12.37,1.42,14.95,91.46
2025-07-14,41.92,113.22,43.78,11.64,0.95,32.79,45.57
2025-07-15,66.03,48.79,38.26,24.6,0.98,63.45,60.71
2025-07-16,89.43,138.56,43.22,19.62,1.32,53.33,78.67
2025-07-17,119.14,194.04,63.67,3.21,0.55,73.62,108.91
2025-07-18,78.36,228.33,54.78,16.72,1.13,58.07,92.57
2025-07-19,66.12,100.82,53.04,21.72,1.75,30.67,67.26
2025-07-20,127.03,169.87,33.17,30.28,0.2,34.08,105.26
2025-07-21,43.8,131.39,26.66,23.88,1.97,52.06,77.61
2025-07-22,25.03,145.76,54.33,22.61,1.76,10.0,64.74
2025-07-23,91.0,255.77,53.14,15.6,0.97,83.47,124.66
2025-07-24,67.45,89.88,62.09,18.88,1.47,58.83,80.46
2025-07-25,54.47,160.15,30.94,27.5,1.2,74.54,95.95
2025-07-26,97.71,168.71,36.56,2.0,1.81,18.39,92.89
2025-07-27,86.1,193.43,15.41,11.51,1.69,74.89,99.09
2025-07-28,65.9,153.92,34.11,7.27,0.5,94.63,67.1
2025-07-29,47.99,162.32,54.95,18.79,1.49,23.58,72.28
2025-07-30,101.81,134.33,33.0,27.3,1.1,65.43,102.69
2025-07-31,96.26,160.77,49.61,9.03,1.24,50.02,108.98
2025-08-01,77.52,136.27,37.14,2.0,0.84,19.11,82.91
2025-08-02,126.17,174.86,44.86,10.88,2.07,59.86,102.25
2025-08-03,53.25,135.22,22.78,24.13,1.72,66.67,89.86
2025-08-04,41.86,165.08,41.28,20.38,0.83,37.98,50.52
2025-08-05,62.7,148.83,5.0,19.28,0.53,73.32,81.62
2025-08-06,78.86,195.04,37.2,12.2,1.01,16.66,83.78
2025-08-07,86.08,147.94,15.54,2.21,1.42,20.1,89.9
2025-08-08,73.97,79.08,58.09,20.15,1.32,52.73,60.01
2025-08-09,88.8,200.48,51.66,6.66,1.83,50.51,118.67
2025-08-10,48.71,113.77,47.0,36.84,1.59,35.67,55.43
2025-08-11,116.09,123.85,62.82,20.71,1.68,66.19,98.62
2025-08-12,77.95,126.17,25.77,9.19,1.36,60.62,72.2
2025-08-13,107.93,204.98,66.21,8.89,0.51,67.16,88.82
2025-08-14,88.57,64.57,53.98,14.07,1.1,47.54,73.54
2025-08-15,91.42,275.51,36.45,12.6,1.73,62.05,140.61
2025-08-16,94.24,192.24,57.03,26.17,1.17,41.09,127.73
2025-08-17,91.19,158.93,23.41,16.86,1.45,91.08,100.6
2025-08-18,96.07,147.8,27.63,7.68,1.04,33.75,97.77
2025-08-19,113.23,161.42,30.87,33.9,0.69,92.11,105.35
2025-08-20,84.91,170.84,32.07,15.49,1.14,50.7,96.09
2025-08-21,97.73,175.81,24.15,22.69,1.35,22.49,91.3
2025-08-22,77.76,172.22,58.35,8.92,0.87,77.36,94.1
2025-08-23,116.0,153.58,36.12,18.63,1.08,52.52,105.74
2025-08-24,63.09,142.11,45.29,18.11,0.73,67.02,70.66
2025-08-25,125.02,143.95,31.44,2.0,1.76,74.48,110.04
2025-08-26,79.0,142.2,12.69,35.15,1.05,56.76,81.52
2025-08-27,44.23,195.35,44.05,27.91,1.93,38.16,95.81
2025-08-28,83.2,173.74,11.32,11.03,1.96,69.51,89.12
2025-08-29,62.97,32.38,38.97,3.98,1.16,50.02,54.34
2025-08-30,101.02,176.24,19.48,18.48,0.7,63.72,114.16
2025-08-31,63.68,157.79,69.81,15.87,0.2,10.0,79.95
2025-09-01,68.85,149.25,53.67,18.56,0.46,58.94,90.66
2025-09-02,32.76,134.46,41.59,16.92,0.51,37.23,55.96
2025-09-03,68.69,194.96,58.96,20.06,1.89,83.07,107.93
2025-09-04,19.4,187.9,27.31,29.47,1.26,62.46,81.52
2025-09-05,40.4,119.08,48.15,20.68,1.39,54.8,83.6
2025-09-06,99.01,166.28,43.0,4.5,0.2,59.73,68.83
2025-09-07,99.65,111.13,43.96,28.63,0.6,30.03,65.27
2025-09-08,90.64,94.82,59.09,31.41,1.64,82.47,104.6
2025-09-09,55.83,124.93,50.99,46.52,1.34,89.83,78.88
2025-09-10,78.81,184.5,44.33,3.77,1.13,57.86,86.27
2025-09-11,79.91,188.13,15.18,17.43,1.48,81.81,86.53
2025-09-12,51.04,170.52,25.6,2.0,2.02,38.62,77.6
2025-09-13,117.58,179.0,38.16,20.53,1.09,34.06,89.66
2025-09-14,101.93,170.65,41.4,9.52,1.23,50.82,120.4
2025-09-15,74.48,124.34,23.05,34.23,1.3,58.7,80.22
2025-09-16,80.67,167.28,76.18,7.25,2.4,42.12,103.4
2025-09-17,85.21,182.02,62.75,2.0,0.2,60.76,93.86
2025-09-18,28.96,180.17,49.03,10.29,1.54,56.13,86.49
2025-09-19,73.82,197.56,41.08,2.0,1.14,30.03,98.64
2025-09-20,62.95,178.33,36.82,22.51,1.48,60.38,100.28
2025-09-21,54.96,164.06,25.72,2.0,0.87,67.27,69.96
2025-09-22,72.97,192.81,41.16,15.28,1.18,53.43,89.42
2025-09-23,124.94,148.94,43.87,2.0,1.56,73.05,118.46
2025-09-24,96.02,114.73,21.37,11.8,2.76,25.65,90.22
2025-09-25,65.72,143.48,45.01,31.43,1.6,59.36,85.95
2025-09-26,94.31,120.2,37.67,18.61,0.78,26.59,82.2
